Period,month,year,days_in_month,Base_gas,Cons_Elec,injections,cons_plantfuel,pr_exp,imp_pipe,pr_lng_import,Prod_tot,Cons_Comm,Cons_Vehfuel,Prod_marketed,withdrawals,Cons_Resi,exp_LNG,tot_storage_cap,Prod_dry,Tot_working,pr_imp,Prod_delivered,pr_ind,Tot_storage ,Cons_pipefuel,pr_citygate,ext_loss,pr_pipeexp,imp_LNG,imp_tot,exp_tot,pr_resi,Net_withdrawals,Cons_tot,pr_comml,Cons_ind,pr_elec_power,pr_LNG_exp,exp_pipe,Price_HH,Price_k1,Price_k2,Price_k3,wcdd,wcdd_dev,gwhdd,gwhdd_dev
2008-01,1,2008,31,4232.16,17.14,67.36,3.29,7.7,11.65,8.42,69.52,15.39,0.07,56.95,890.98,28.5,0.09,8361.89,54.38,2055.88,7.66,82.4,8.29,6288.04,2.49,8.37,2.57,7.73,0.92,12.57,3.53,12.24,823.62,88.19,11.2,21.28,8.52,6.6,3.43,7.99,7.99,7.96,7.94,6.0,-3.0,955.0,49.0
2008-02,2,2008,29,4221.56,15.13,55.78,3.32,8.36,11.24,9.37,70.48,15.82,0.07,57.45,648.34,28.22,0.09,8361.89,54.86,1464.69,8.34,80.54,8.96,5686.26,2.44,8.91,2.59,8.4,0.81,12.06,3.43,12.58,592.56,86.32,11.49,21.3,8.87,6.9,3.33,8.54,8.64,8.68,8.71,9.0,0.0,845.0,-102.0
2008-03,3,2008,31,4220.52,14.86,130.51,3.36,9.33,11.07,9.41,71.1,12.27,0.07,58.2,349.98,21.17,0.09,8361.89,55.57,1266.07,9.03,68.05,9.61,5486.59,2.06,9.49,2.63,9.4,0.76,11.83,3.24,13.13,219.47,73.49,12.03,19.68,9.53,7.09,3.14,9.41,9.62,9.7,9.78,14.0,-4.0,665.0,120.0
2008-04,4,2008,30,4222.25,15.65,295.9,3.35,9.94,9.66,9.85,70.42,8.51,0.07,58.01,105.51,12.95,0.1,8366.46,55.39,1436.4,9.61,55.76,10.03,5658.65,1.69,9.84,2.62,10.05,1.07,10.74,2.48,14.49,-190.39,60.8,12.63,18.58,10.19,7.09,2.38,10.18,10.29,10.39,10.5,30.0,0.0,372.0,-45.0
2008-05,5,2008,31,4225.43,15.34,460.68,3.35,10.93,8.57,11.33,69.46,5.8,0.07,58.0,56.03,7.43,0.11,8369.88,55.38,1839.54,10.8,46.14,11.35,6064.98,1.4,11.05,2.62,11.13,1.02,9.59,2.23,16.33,-404.66,50.85,13.51,17.5,10.97,7.21,2.11,11.27,11.38,11.51,11.59,99.0,2.0,200.0,85.0
2008-06,6,2008,30,4229.56,22.18,422.93,3.39,11.58,8.46,12.34,70.63,4.46,0.07,58.7,80.53,4.81,0.13,8369.88,56.05,2177.55,11.71,48.63,12.11,6407.11,1.47,11.85,2.65,11.86,1.1,9.56,2.06,18.91,-342.4,53.47,14.68,17.11,12.41,7.38,1.93,12.69,12.78,12.88,12.91,265.0,52.0,27.0,0.0
2008-07,7,2008,31,4228.37,25.23,430.0,3.45,11.9,9.41,12.99,71.14,4.12,0.07,59.77,88.37,3.82,0.12,8369.88,57.07,2517.02,11.78,50.19,13.06,6745.39,1.52,12.48,2.7,12.16,1.0,10.41,2.04,20.77,-341.64,55.12,15.64,16.96,11.71,7.49,1.93,11.09,11.07,11.13,11.26,339.0,18.0,5.0,-2.0
2008-08,8,2008,31,4227.67,24.61,442.23,3.4,8.69,9.46,10.25,70.76,4.09,0.07,58.92,92.22,3.59,0.16,8369.88,56.26,2866.16,8.67,49.41,10.1,7093.83,1.5,10.2,2.66,8.74,1.14,10.6,2.17,20.17,-350.01,54.29,14.19,17.06,8.97,7.97,2.01,8.26,8.3,8.44,8.82,281.0,-9.0,14.0,4.0
2008-09,9,2008,30,4229.96,20.09,398.32,3.0,7.45,9.4,9.06,63.98,4.31,0.07,51.97,97.94,3.94,0.1,8369.88,49.62,3160.92,7.54,44.32,9.13,7390.88,1.34,8.99,2.35,7.38,1.06,10.46,1.84,18.41,-300.38,48.7,13.12,15.93,7.81,8.56,1.74,7.67,7.48,7.8,8.17,170.0,15.0,65.0,6.0
2008-10,10,2008,31,4234.97,17.59,333.89,3.27,6.54,9.48,9.16,69.46,5.98,0.07,56.59,91.44,7.03,0.1,8396.58,54.03,3399.38,6.87,48.02,8.1,7634.36,1.45,7.8,2.56,6.44,0.88,10.37,2.16,15.45,-242.45,52.77,12.06,17.34,6.74,8.72,2.06,6.74,6.73,7.01,7.26,50.0,-3.0,310.0,99.0
2008-11,11,2008,30,4231.54,15.25,193.24,3.39,6.28,9.92,8.09,71.66,9.19,0.07,58.6,250.5,14.45,0.1,8446.91,55.95,3345.91,6.54,57.17,7.34,7577.46,1.73,7.93,2.65,6.19,0.76,10.68,3.01,13.8,57.26,62.3,11.72,18.21,6.64,8.87,2.91,6.68,6.7,6.82,6.86,11.0,-4.0,578.0,12.0
2008-12,12,2008,31,4232.29,15.37,109.52,3.4,6.59,10.78,8.86,71.84,13.64,0.07,58.93,622.5,24.9,0.09,8446.91,56.27,2840.36,6.74,71.82,7.86,7072.66,2.17,8.16,2.66,6.55,0.99,11.77,3.42,12.84,512.98,77.41,11.61,17.85,6.9,8.27,3.34,5.82,5.79,5.82,5.84,8.0,1.0,908.0,37.0
2009-01,1,2009,31,4236.8,15.72,78.23,3.55,5.98,10.64,7.63,72.64,16.71,0.07,60.34,783.29,30.57,0.06,8455.91,57.48,2133.23,6.18,81.88,7.5,6370.03,2.62,7.97,2.85,5.96,0.87,11.51,3.64,12.49,705.06,88.06,11.28,18.81,6.62,7.54,3.59,5.24,5.07,5.07,5.13,4.0,-5.0,1034.0,79.0
2009-02,2,2009,28,4242.87,16.2,99.95,3.59,4.92,10.49,6.82,74.08,15.24,0.07,60.89,471.51,27.01,0.1,8455.91,58.01,1758.02,5.21,77.22,6.43,6000.89,2.47,7.26,2.88,4.9,1.0,11.48,3.69,12.26,371.56,83.3,10.98,18.7,5.62,6.0,3.59,4.52,4.38,4.41,4.5,6.0,-2.0,759.0,-57.0
2009-03,3,2009,31,4247.89,16.12,201.68,3.56,4.29,9.47,6.34,72.98,11.56,0.07,60.49,294.4,19.37,0.09,8455.91,57.62,1659.65,4.34,64.4,5.69,5907.54,2.06,6.85,2.86,4.23,1.02,10.49,3.35,11.98,92.81,70.02,10.46,17.28,4.92,6.42,3.25,3.96,4.0,4.09,4.21,18.0,0.0,631.0,-33.0
2009-04,4,2009,30,4255.16,15.05,356.45,3.5,3.88,8.86,4.2,71.6,8.3,0.07,59.44,105.65,13.01,0.06,8475.38,56.63,1909.92,3.67,52.85,5.05,6165.07,1.69,5.71,2.81,3.79,1.87,10.73,2.67,11.68,-250.81,58.04,9.7,16.41,4.7,7.33,2.6,3.5,3.56,3.69,3.84,41.0,11.0,385.0,12.0
2009-05,5,2009,31,4257.35,16.63,512.36,3.5,3.85,7.0,3.88,70.66,5.36,0.07,59.46,45.38,6.5,0.06,8500.81,56.65,2374.81,3.48,43.65,4.4,6632.16,1.4,5.49,2.81,3.76,1.57,8.57,2.49,12.86,-466.98,48.52,9.42,15.09,4.7,7.2,2.42,3.83,3.93,4.05,4.17,109.0,12.0,139.0,-61.0
2009-06,6,2009,30,4267.9,21.43,448.06,3.52,3.9,7.71,3.89,71.35,4.45,0.07,59.73,62.43,4.7,0.06,8460.17,56.91,2760.13,3.51,45.96,4.56,7028.03,1.47,5.55,2.83,3.79,1.69,9.4,2.21,14.26,-385.63,50.93,9.53,15.3,4.62,7.65,2.14,3.8,3.94,4.1,4.25,222.0,9.0,48.0,21.0
2009-07,7,2009,31,4263.2,25.1,420.8,3.47,3.97,8.79,4.21,70.0,4.13,0.07,58.96,82.6,3.83,0.12,8500.81,56.17,3090.3,3.5,48.49,4.68,7353.5,1.55,5.7,2.79,3.75,1.43,10.22,2.46,15.27,-338.2,53.48,9.74,15.36,4.47,8.0,2.34,3.38,3.55,3.7,3.98,294.0,-27.0,17.0,12.0
2009-08,8,2009,31,4267.27,27.11,362.27,3.5,3.58,9.75,3.94,70.73,4.16,0.07,59.43,87.91,3.6,0.06,8500.81,56.62,3359.12,3.29,50.91,4.38,7626.39,1.63,5.61,2.81,3.46,1.12,10.87,2.54,15.61,-274.37,56.01,9.52,15.98,4.3,8.36,2.48,3.14,3.3,3.71,4.57,307.0,17.0,19.0,5.0
2009-09,9,2009,30,4275.62,23.0,351.9,3.4,3.43,9.16,3.35,69.64,4.38,0.07,57.8,56.74,3.99,0.13,8511.51,55.07,3645.98,2.91,47.57,3.89,7921.6,1.52,5.37,2.73,3.1,1.07,10.23,2.79,14.8,-295.16,52.5,9.35,16.13,4.02,10.2,2.66,2.99,3.46,4.44,5.12,166.0,11.0,69.0,4.0
2009-10,10,2009,31,4281.3,17.32,266.17,3.45,4.29,7.94,3.95,70.88,6.41,0.07,58.55,98.79,8.1,0.06,8511.51,55.78,3809.87,3.92,48.74,4.82,8091.17,1.56,5.65,2.77,4.12,0.87,8.81,2.52,11.78,-167.39,53.76,8.93,16.83,5.04,10.97,2.46,4.01,4.78,5.54,5.83,47.0,-6.0,369.0,60.0
2009-11,11,2009,30,4287.56,15.24,173.01,3.45,4.53,8.61,4.25,71.47,8.38,0.07,58.58,139.55,12.55,0.06,8521.51,55.81,3837.42,4.4,54.0,5.44,8124.99,1.73,6.34,2.77,4.4,1.22,9.83,3.23,11.48,-33.47,59.21,9.45,17.76,5.06,10.69,3.17,3.66,4.63,4.95,5.02,14.0,-1.0,477.0,-100.0
2009-12,12,2009,31,4276.67,16.77,44.09,3.43,5.63,10.15,4.63,70.85,13.83,0.07,58.14,737.94,24.65,0.21,8655.74,55.39,3130.08,5.23,74.54,5.97,7406.74,2.38,6.22,2.75,5.42,1.13,11.28,3.72,10.42,693.84,80.38,9.1,19.22,6.24,9.18,3.51,5.35,5.34,5.4,5.4,7.0,0.0,937.0,29.0
2010-01,1,2010,31,4276.04,17.61,62.62,3.41,6.35,10.59,5.78,71.3,16.1,0.08,58.84,873.47,30.08,0.06,8655.74,56.04,2303.86,5.95,84.65,6.93,6579.9,2.58,6.84,2.8,6.24,1.82,12.41,3.02,10.56,810.84,90.64,9.65,20.78,6.98,11.68,2.96,5.83,5.6,5.56,5.53,3.0,-6.0,998.0,-35.0
2010-02,2,2010,28,4277.62,17.13,37.71,3.49,5.87,9.94,5.74,73.14,15.74,0.08,60.1,657.18,28.38,0.18,8655.74,57.24,1683.33,5.62,82.6,6.76,5960.95,2.52,6.64,2.86,5.74,1.64,11.58,3.14,10.69,619.47,88.61,9.71,21.26,6.27,7.97,2.95,5.32,5.22,5.21,5.27,1.0,-7.0,865.0,106.0
2010-03,3,2010,31,4277.5,14.74,206.71,3.5,5.1,9.09,4.87,73.44,10.88,0.08,60.15,237.57,18.69,0.06,8655.74,57.28,1652.41,4.87,63.68,6.01,5929.91,1.94,6.5,2.87,4.95,1.2,10.28,3.21,10.99,30.86,69.13,9.7,19.31,5.47,12.36,3.15,4.29,4.3,4.37,4.45,5.0,-13.0,581.0,-51.0
2010-04,4,2010,30,4278.37,15.72,427.43,3.49,4.76,8.56,4.25,73.01,7.18,0.08,60.44,67.93,10.44,0.13,8655.74,57.56,2011.1,4.13,51.34,5.12,6289.47,1.56,5.88,2.88,4.36,1.39,9.95,2.53,11.97,-359.5,56.39,9.57,17.92,4.91,12.21,2.4,4.03,4.09,4.18,4.3,33.0,3.0,299.0,-86.0
2010-05,5,2010,31,4279.32,18.05,462.81,3.47,4.68,8.42,4.24,72.15,5.2,0.08,60.85,52.52,6.37,0.06,8660.98,57.95,2419.66,4.13,47.26,5.08,6698.98,1.44,5.81,2.9,4.51,1.19,9.61,2.77,13.12,-410.29,52.17,9.5,17.56,4.96,11.94,2.7,4.14,4.16,4.24,4.32,131.0,34.0,161.0,21.0
2010-06,6,2010,30,4286.64,23.52,384.82,3.43,4.98,8.32,4.2,71.29,4.32,0.08,60.08,63.58,4.47,0.17,8660.98,57.22,2740.06,4.23,50.03,5.04,7026.7,1.52,6.02,2.86,4.79,1.08,9.41,3.0,14.86,-321.24,54.98,9.72,17.64,5.31,8.27,2.83,4.8,4.78,4.83,4.88,279.0,66.0,24.0,-24.0
2010-07,7,2010,31,4287.24,28.94,339.16,3.44,5.25,9.43,4.8,71.25,3.88,0.08,61.16,112.49,3.59,0.12,8660.98,58.25,2965.78,4.4,53.81,5.49,7253.02,1.64,6.31,2.91,4.9,1.17,10.6,2.77,16.21,-226.66,58.9,10.04,17.33,5.34,12.83,2.65,4.63,4.59,4.59,4.66,385.0,64.0,5.0,-13.0
2010-08,8,2010,31,4290.1,30.42,323.21,3.48,4.89,9.14,4.93,72.1,4.09,0.08,61.87,137.43,3.45,0.06,8671.59,58.92,3152.76,4.13,55.44,5.37,7442.86,1.69,6.22,2.95,4.69,0.7,9.84,2.71,16.65,-185.78,60.61,9.94,17.4,5.06,13.19,2.65,4.32,4.22,4.27,4.5,356.0,66.0,7.0,-12.0
2010-09,9,2010,30,4293.8,23.22,410.93,3.57,4.64,8.43,4.6,74.6,4.43,0.08,62.03,52.33,3.91,0.22,8691.91,59.08,3507.65,3.76,49.5,4.61,7801.45,1.51,5.72,2.96,4.16,0.95,9.38,2.65,15.63,-358.6,54.58,9.56,17.86,4.61,9.85,2.43,3.89,3.9,4.1,4.35,196.0,41.0,64.0,-4.0
2010-10,10,2010,31,4305.06,18.4,407.47,3.64,4.41,8.41,4.78,76.03,5.98,0.08,63.1,52.16,6.5,0.26,8691.91,60.09,3850.64,3.83,48.59,4.73,8155.7,1.48,5.7,3.01,3.99,1.1,9.51,3.1,13.37,-355.32,53.71,9.27,17.63,4.45,9.04,2.84,3.43,3.6,3.96,4.18,51.0,-2.0,262.0,-107.0
2010-11,11,2010,30,4309.23,16.55,162.52,3.63,4.42,8.05,5.09,75.89,9.56,0.08,63.09,236.54,14.89,0.32,8691.91,60.08,3768.9,3.96,60.31,4.6,8078.14,1.84,5.48,3.01,4.1,1.05,9.11,4.12,10.89,74.03,65.78,8.86,19.23,4.55,8.18,3.8,3.71,4.04,4.21,4.21,16.0,1.0,569.0,92.0
2010-12,12,2010,31,4301.36,18.2,66.0,3.7,5.01,10.42,5.41,77.43,15.08,0.08,64.01,731.18,27.32,0.49,8709.91,60.96,3111.08,4.56,81.37,5.5,7412.45,2.48,5.74,3.05,4.57,0.93,11.35,4.36,9.98,665.18,87.55,8.82,20.69,5.68,8.5,3.87,4.25,4.28,4.3,4.29,2.0,-5.0,955.0,18.0
2011-01,1,2011,31,4302.79,17.41,50.13,3.45,5.11,10.7,5.56,74.17,17.03,0.08,62.99,849.12,31.28,0.46,8709.91,60.02,2305.84,4.66,87.07,5.66,6608.64,2.67,5.69,2.97,4.74,1.3,12.0,4.38,9.9,798.98,93.18,8.74,21.26,5.66,8.2,3.91,4.49,4.5,4.5,4.49,3.0,-6.0,1029.0,31.0
2011-02,2,2011,28,4302.34,17.27,81.83,3.46,4.79,9.97,4.99,75.15,15.42,0.08,61.75,666.25,27.43,0.18,8709.91,58.83,1721.88,4.49,81.62,5.77,6024.22,2.5,5.75,2.91,4.58,1.14,11.11,4.46,10.14,584.42,87.59,8.88,21.42,5.29,9.71,4.28,4.09,4.04,4.08,4.14,10.0,2.0,813.0,-52.0
2011-03,3,2011,31,4302.11,15.55,167.63,3.6,4.52,8.93,5.35,77.77,11.64,0.08,64.59,313.95,19.19,0.16,8709.91,61.54,1577.01,4.24,66.33,5.21,5879.12,2.03,5.73,3.05,4.31,1.24,10.17,4.66,10.43,146.32,71.95,8.89,19.86,4.84,10.28,4.5,3.97,4.07,4.14,4.21,20.0,2.0,647.0,66.0
2011-04,4,2011,30,4303.57,17.38,312.29,3.63,4.78,8.16,5.42,78.32,7.73,0.08,65.36,100.1,11.35,0.26,8709.91,62.28,1788.48,4.35,55.51,5.34,6092.05,1.7,5.62,3.08,4.55,1.1,9.26,4.21,11.27,-212.19,60.83,9.02,18.96,5.03,8.25,3.95,4.24,4.27,4.33,4.41,56.0,26.0,355.0,56.0
2011-05,5,2011,31,4304.36,18.45,457.72,3.61,4.88,7.61,4.63,77.77,5.36,0.08,65.51,58.31,6.63,0.27,8720.38,62.41,2186.86,4.31,48.69,5.21,6491.22,1.49,5.8,3.09,4.62,1.14,8.75,4.25,12.5,-399.41,53.79,9.35,18.16,5.04,8.62,3.98,4.31,4.34,4.39,4.44,120.0,23.0,186.0,26.0
2011-06,6,2011,30,4301.78,23.31,420.64,3.58,4.83,7.98,6.66,77.1,4.46,0.08,65.15,80.47,4.42,0.06,8720.38,62.07,2529.65,4.6,50.13,5.21,6831.43,1.53,6.12,3.07,4.71,0.91,8.89,3.98,14.7,-340.17,55.24,9.57,17.85,5.2,11.6,3.92,4.54,4.52,4.54,4.57,256.0,43.0,38.0,13.0
2011-07,7,2011,31,4300.14,30.28,359.27,3.54,4.82,8.81,5.5,75.49,4.2,0.08,65.57,115.65,3.68,0.08,8720.38,62.48,2775.35,4.39,55.74,5.05,7075.49,1.71,6.16,3.09,4.64,0.65,9.47,3.65,16.14,-243.62,60.98,9.58,17.5,5.13,12.72,3.57,4.42,4.35,4.34,4.37,411.0,90.0,3.0,-2.0
2011-08,8,2011,31,4300.27,29.72,370.18,3.58,4.63,8.07,6.99,76.47,4.45,0.08,66.34,125.99,3.62,0.06,8720.38,63.21,3019.16,4.4,55.74,5.21,7319.42,1.71,6.19,3.13,4.51,0.98,9.04,3.59,16.67,-244.19,61.03,9.77,17.86,4.85,11.6,3.53,4.06,3.98,4.0,4.14,347.0,57.0,7.0,0.0
2011-09,9,2011,30,4301.29,22.81,453.55,3.65,4.87,7.72,4.48,78.61,4.72,0.08,66.24,55.42,4.09,0.33,8720.38,63.11,3415.7,3.92,50.01,4.84,7716.99,1.53,5.94,3.13,4.19,0.68,8.39,4.22,15.63,-398.13,55.19,9.46,18.31,4.71,12.76,3.89,3.9,3.85,3.95,4.18,184.0,29.0,81.0,17.0
2011-10,10,2011,31,4301.74,18.55,436.75,3.75,4.14,8.11,7.41,80.72,6.65,0.08,68.35,51.53,7.27,0.09,8775.47,65.12,3803.83,4.06,50.96,4.71,8105.57,1.56,5.45,3.23,3.92,0.99,9.1,3.53,12.85,-385.22,56.27,8.94,18.41,4.49,12.54,3.44,3.57,3.62,3.87,4.0,46.0,-7.0,281.0,19.0
2011-11,11,2011,30,4299.73,18.08,221.39,3.83,4.24,7.79,4.2,82.53,9.55,0.08,69.21,183.8,14.48,0.16,8775.59,65.94,3842.88,3.58,62.01,4.64,8142.61,1.9,5.29,3.27,3.8,0.51,8.3,4.25,10.78,-37.59,67.73,8.62,19.81,4.26,15.29,4.09,3.24,3.56,3.68,3.69,16.0,1.0,512.0,-57.0
2011-12,12,2011,31,4301.75,19.8,90.43,3.8,4.08,8.78,5.57,82.06,12.91,0.08,68.87,473.67,22.36,0.17,8775.59,65.62,3462.02,3.66,75.87,4.59,7763.77,2.32,5.03,3.25,3.73,0.83,9.6,4.33,9.83,383.24,82.0,8.3,20.71,4.18,12.83,4.17,3.17,3.25,3.28,3.31,8.0,1.0,775.0,-180.0
2012-01,1,2012,31,4309.13,20.93,74.85,3.83,3.66,8.56,4.25,82.95,14.38,0.08,69.44,619.33,25.62,0.2,8842.95,66.01,2910.01,3.27,82.5,4.58,7219.14,2.58,4.85,3.43,3.25,0.51,9.07,4.21,9.62,544.48,88.91,8.04,21.48,3.82,11.83,4.01,2.67,2.71,2.76,2.85,6.0,-3.0,813.0,-216.0
2012-02,2,2012,29,4309.5,22.23,56.24,3.76,3.06,8.61,4.3,81.38,13.35,0.08,68.08,515.82,22.83,0.06,8854.72,64.72,2448.81,2.86,79.97,4.19,6758.32,2.5,4.73,3.37,2.93,0.69,9.31,4.49,9.47,459.57,86.23,7.76,21.49,3.46,11.3,4.42,2.51,2.53,2.68,2.79,11.0,2.0,714.0,-132.0
2012-03,3,2012,31,4321.45,21.75,240.35,3.77,2.74,7.93,2.95,81.43,8.44,0.08,68.34,205.36,13.0,0.08,8854.72,64.97,2473.13,2.36,62.9,3.71,6794.58,1.96,4.84,3.38,2.59,0.62,8.55,4.55,10.41,-34.99,68.64,8.16,19.63,3.09,10.67,4.47,2.17,2.3,2.4,2.51,36.0,18.0,410.0,-237.0
2012-04,4,2012,30,4325.2,23.81,263.9,3.76,2.28,7.85,2.96,80.58,6.96,0.08,68.15,126.4,9.31,0.0,8882.73,64.78,2611.23,2.04,59.48,3.21,6936.42,1.86,4.19,3.37,2.28,0.25,8.1,4.11,10.94,-137.49,65.1,8.04,19.32,2.81,8.54,4.1,1.95,2.05,2.15,2.27,47.0,17.0,333.0,-22.0
2012-05,5,2012,31,4332.38,26.21,357.96,3.78,2.79,7.83,4.37,80.35,4.81,0.08,68.43,73.74,5.26,0.09,8905.84,65.05,2887.06,2.29,54.95,3.02,7219.44,1.72,4.3,3.38,2.5,0.52,8.36,4.29,12.61,-284.23,60.45,8.14,18.59,3.05,16.1,4.2,2.43,2.49,2.57,2.62,146.0,49.0,98.0,-88.0
2012-06,6,2012,30,4338.1,29.33,323.03,3.76,2.93,8.38,3.1,79.23,4.37,0.08,68.0,90.8,4.11,0.08,8919.14,64.64,3115.45,2.35,56.75,3.34,7453.55,1.77,4.63,3.36,2.65,0.28,8.66,4.17,14.18,-232.23,62.28,8.44,18.86,3.21,17.55,4.09,2.46,2.5,2.54,2.58,242.0,29.0,32.0,-5.0
2012-07,7,2012,31,4342.9,34.89,263.91,3.85,3.05,8.57,5.15,79.52,4.02,0.08,69.75,129.57,3.47,0.0,8922.1,66.31,3245.2,2.78,61.01,3.6,7588.11,1.9,4.88,3.45,3.05,0.5,9.07,3.82,15.13,-134.34,66.77,8.52,18.55,3.54,8.49,3.82,2.95,2.96,2.96,2.99,408.0,87.0,1.0,-1.0
2012-08,8,2012,31,4347.86,32.39,299.8,3.83,3.35,8.46,4.02,76.58,4.31,0.08,69.41,133.92,3.41,0.08,8940.01,65.98,3406.13,2.83,59.12,3.83,7753.99,1.85,5.13,3.43,3.14,0.62,9.08,4.49,15.82,-165.88,64.8,8.71,18.94,3.61,15.15,4.41,2.84,2.81,2.85,3.03,330.0,40.0,10.0,3.0
2012-09,9,2012,30,4351.8,26.75,357.11,3.86,3.0,8.22,3.17,80.35,4.72,0.08,69.81,66.65,3.95,0.0,8979.32,66.36,3693.05,2.67,54.68,3.56,8044.85,1.71,4.76,3.45,3.0,0.38,8.6,4.58,14.72,-290.46,60.24,8.35,19.17,3.54,8.4,4.58,2.85,2.92,3.09,3.33,183.0,28.0,83.0,2.0
2012-10,10,2012,31,4365.05,21.59,327.77,3.86,3.71,7.84,3.18,82.49,6.86,0.08,69.96,85.92,7.75,0.14,8991.57,66.5,3929.25,3.16,55.72,3.94,8294.3,1.74,4.65,3.46,3.46,0.33,8.17,4.51,11.68,-241.85,61.33,8.07,19.44,4.0,11.57,4.37,3.32,3.5,3.79,3.91,56.0,3.0,301.0,20.0
2012-11,11,2012,30,4372.36,19.32,155.55,3.87,3.96,7.32,7.21,82.38,10.27,0.08,70.06,280.93,16.07,0.0,8990.54,66.6,3799.22,4.03,66.32,4.46,8171.57,2.07,4.79,3.46,3.96,0.47,7.8,4.74,9.99,125.38,72.26,7.99,20.57,4.43,8.86,4.74,3.54,3.69,3.8,3.81,13.0,-2.0,580.0,69.0
2012-12,12,2012,31,4372.41,19.34,104.95,3.83,4.15,7.59,5.22,81.41,12.61,0.08,69.44,489.71,21.62,0.18,8992.54,66.01,3412.91,3.93,74.61,4.73,7785.32,2.33,4.79,3.43,3.88,0.54,8.13,5.11,9.8,384.75,80.77,8.18,20.96,4.35,11.76,4.94,3.34,3.44,3.48,3.49,11.0,4.0,758.0,-17.0
2013-01,1,2013,31,4377.47,20.38,71.97,4.0,3.9,8.53,7.86,81.03,15.45,0.08,68.92,793.28,28.14,0.0,8991.38,65.26,2699.23,4.14,85.87,4.58,7076.7,3.0,4.52,3.66,3.9,0.44,8.97,4.98,9.15,721.31,92.86,7.75,21.82,4.56,10.11,4.98,3.33,3.35,3.36,3.4,10.0,1.0,904.0,91.0
2013-02,2,2013,28,4384.02,20.3,44.11,4.01,3.84,8.05,4.47,81.07,15.32,0.08,69.12,648.02,26.79,0.0,9054.87,65.45,2099.35,3.99,84.71,4.54,6483.37,2.96,4.56,3.67,3.84,0.41,8.46,4.75,9.23,603.91,91.68,7.78,22.22,4.59,10.85,4.75,3.33,3.31,3.37,3.43,7.0,-1.0,809.0,115.0
2013-03,3,2013,31,4382.35,19.48,102.52,4.0,4.05,7.74,5.03,80.77,12.69,0.08,68.93,482.54,21.36,0.0,9069.79,65.27,1719.84,3.84,74.72,4.59,6102.2,2.61,4.75,3.66,4.05,0.27,8.01,4.79,9.35,380.02,81.33,7.77,21.1,4.5,10.02,4.79,3.81,3.77,3.81,3.85,10.0,-8.0,717.0,307.0
2013-04,4,2013,30,4381.22,18.83,272.17,4.05,4.43,7.18,4.9,81.54,8.31,0.08,69.82,135.34,12.21,0.0,9072.51,66.12,1855.19,3.98,59.45,4.95,6236.41,2.08,5.16,3.71,4.43,0.17,7.35,4.19,10.43,-136.83,65.58,8.15,20.02,4.84,11.36,4.19,4.17,4.16,4.2,4.24,36.0,6.0,399.0,66.0
2013-05,5,2013,31,4385.08,19.83,467.69,4.04,4.38,7.37,4.51,80.28,5.45,0.08,69.58,48.82,6.23,0.0,9104.18,65.89,2269.56,3.94,50.72,5.0,6654.64,1.77,5.55,3.69,4.37,0.18,7.55,4.58,12.61,-418.87,56.53,8.71,19.13,4.79,12.84,4.58,4.04,4.07,4.11,4.13,110.0,13.0,154.0,55.0
2013-06,6,2013,30,4384.6,24.57,440.52,4.03,4.22,7.62,8.65,79.51,4.53,0.08,69.48,68.65,4.26,0.0,9111.24,65.79,2642.65,3.9,52.24,4.9,7027.25,1.83,5.74,3.69,4.22,0.27,7.89,4.46,15.02,-371.87,58.1,9.07,18.8,4.56,13.38,4.46,3.83,3.81,3.82,3.82,247.0,34.0,30.0,-2.0
2013-07,7,2013,31,4365.31,29.39,373.45,4.11,3.94,7.36,4.59,81.05,4.36,0.08,70.85,98.73,3.6,0.0,9117.3,67.09,2936.86,3.41,56.07,4.47,7302.18,1.96,5.51,3.76,3.93,0.26,7.62,4.15,16.3,-274.72,62.14,9.04,18.64,4.34,12.89,4.15,3.62,3.64,3.64,3.67,351.0,30.0,10.0,9.0
2013-08,8,2013,31,4362.29,29.05,373.63,4.1,3.75,7.34,7.42,80.49,4.42,0.08,70.7,101.61,3.48,0.0,9132.25,66.95,3212.01,3.17,56.11,4.31,7574.29,1.96,5.24,3.75,3.75,0.28,7.62,4.2,16.43,-272.03,62.17,9.04,19.08,4.03,13.25,4.2,3.43,3.41,3.45,3.57,297.0,7.0,11.0,2.0
2013-09,9,2013,30,4363.1,25.05,420.83,4.09,3.88,7.56,9.96,80.48,4.73,0.08,70.52,66.31,3.93,0.0,9171.02,66.77,3564.5,3.49,52.96,4.36,7927.6,1.85,5.21,3.74,3.88,0.56,8.13,4.08,15.69,-354.53,58.9,8.8,19.17,4.22,13.53,4.08,3.62,3.62,3.7,3.86,193.0,38.0,74.0,-8.0
2013-10,10,2013,31,4364.4,20.55,339.98,4.1,3.88,6.93,5.79,81.07,6.67,0.08,70.73,84.36,7.18,0.0,9177.33,66.98,3817.0,3.4,54.22,4.36,8181.4,1.89,4.88,3.75,3.88,0.18,7.11,3.95,12.38,-255.62,60.22,8.28,19.74,4.26,13.09,3.95,3.68,3.65,3.79,3.88,59.0,6.0,286.0,-15.0
